,raceethnicity,age,gender,month,city,state,classification,lawenforcementagency,armed
1660,0,41,0,6,21,22,1,807,1
1661,0,23,0,6,945,41,1,992,1
1662,1,20,0,6,946,6,1,993,4
1663,1,19,0,6,947,29,1,509,2
1664,2,24,0,6,948,37,1,994,0
1665,1,50,0,6,949,46,1,995,1
1666,0,20,0,6,123,39,1,996,5
1667,2,37,0,6,950,30,1,613,4
1668,1,25,0,6,629,7,1,997,1
1669,0,44,0,6,951,28,1,998,1
1670,0,46,0,6,952,36,3,999,4
1671,1,31,0,6,953,11,1,1000,1
1672,0,22,0,6,155,0,1,162,0
1673,0,25,0,6,446,40,1,463,1
1674,0,35,0,6,954,10,1,1001,1
1675,0,36,0,6,955,21,1,1002,1
1676,2,29,0,6,80,18,1,245,1
1677,1,42,1,6,956,11,1,1003,1
1678,2,42,0,6,92,25,1,94,3
1679,1,50,0,6,957,15,1,1,1
1680,2,36,0,6,828,0,1,608,0
1681,1,59,0,6,958,30,1,1004,1
1682,1,19,0,6,494,5,1,513,0
1684,0,30,0,6,959,10,1,1005,1
1685,0,22,0,6,149,13,1,701,1
1686,1,51,0,6,960,36,1,1006,3
1687,2,27,0,6,961,45,1,1007,4
1688,2,26,0,6,962,30,1,544,1
1689,1,32,0,6,963,0,1,1008,1
1690,1,26,0,6,964,18,1,245,1
1691,1,28,0,6,965,8,1,1009,2
1692,1,25,0,6,966,42,1,163,2
1693,0,63,0,6,171,43,1,642,2
1695,3,27,0,6,279,5,1,286,4
1696,1,30,0,6,967,26,1,369,0
1697,0,50,0,6,463,12,1,1010,1
1698,0,37,0,6,968,8,1,1011,1
1699,3,28,0,4,9,5,1,48,4
1700,2,44,0,6,84,46,1,802,0
1701,0,25,0,6,70,33,1,201,1
1702,1,41,0,6,152,40,1,159,3
1703,1,24,0,6,969,7,1,830,1
1704,1,56,0,6,970,25,3,1012,0
1705,1,30,0,7,600,0,1,1013,1
1706,1,63,0,7,971,41,1,254,3
1707,1,58,0,7,846,40,1,1014,4
1708,1,28,0,7,319,23,2,568,0
1709,1,50,0,7,972,35,1,1015,1
1710,0,35,0,7,973,37,1,1016,1
1711,2,32,0,7,157,5,0,164,0
1713,1,40,0,7,974,12,1,1017,4
1715,2,19,0,7,975,5,1,189,0
1716,2,18,0,7,102,5,1,107,1
1717,0,37,0,7,976,22,1,283,0
1718,0,29,0,7,977,11,1,1018,3
1719,0,21,0,7,171,43,1,1019,1
1720,1,34,0,7,240,41,1,246,1
1721,0,37,0,7,164,12,1,647,6
1724,2,24,1,7,978,6,1,1020,4
1725,0,32,0,7,979,19,1,1021,6
1726,1,65,0,7,980,25,1,1022,1
1727,2,19,0,7,981,5,1,48,1
1728,2,37,0,7,982,5,1,1023,4
1729,1,33,0,7,983,5,1,1024,5
1730,0,25,0,7,97,11,4,100,1
1731,0,62,0,7,804,39,1,1025,1
1732,1,46,0,7,984,35,1,996,4
1733,1,30,0,7,530,6,1,148,4
1734,0,38,0,7,45,11,1,45,1
1735,0,40,0,7,985,25,1,1026,1
1737,0,51,0,7,321,5,1,324,4
1738,0,39,0,7,976,22,1,283,1
1739,0,41,0,7,909,10,1,1027,1
1740,2,41,0,7,986,36,1,1028,1
1741,1,44,0,7,987,36,1,1029,1
1742,1,23,0,7,72,34,1,102,3
1743,1,32,0,7,903,6,1,1030,0
1744,1,53,0,7,343,22,1,1031,2
1745,0,35,0,7,92,25,0,94,3
1746,0,33,0,7,62,31,1,62,1
1747,1,63,0,7,988,37,1,869,1
1748,1,31,0,7,989,30,1,1032,1
1749,1,26,0,7,565,5,1,110,1
1751,0,42,0,7,976,22,1,283,1
1752,1,37,0,7,990,40,1,1033,1
1753,1,43,0,7,41,25,1,962,4
1755,2,21,0,7,976,22,2,283,0
1756,1,50,0,7,991,12,3,37,3
1757,1,56,0,7,41,25,1,962,3
1758,2,31,0,7,361,5,1,373,4
1760,1,36,0,7,992,2,1,151,1
1761,0,50,0,7,266,10,1,271,1
1762,1,50,0,7,993,44,1,1034,1
1763,0,49,0,7,151,40,1,158,4
1764,0,31,0,7,88,5,1,1035,1
1765,2,34,0,7,178,11,1,183,1
1766,1,36,0,7,236,5,1,1036,1
1767,4,29,0,7,994,18,1,1037,4
1768,1,23,1,7,916,1,2,1038,0
1769,0,33,0,7,36,23,1,36,1
1770,0,18,0,7,9,5,1,48,1
1771,1,25,0,7,995,35,0,1039,0
1772,1,50,0,7,996,40,1,1040,1
1773,2,36,0,7,534,18,1,1041,1
1774,2,32,0,7,997,5,0,1042,0
1776,0,17,0,7,998,12,1,202,1
1777,0,19,0,7,147,6,1,154,0
1778,1,20,0,7,999,14,1,1043,4
1779,1,33,0,7,1000,35,1,453,4
1780,1,24,0,7,40,6,1,40,4
1781,2,24,0,7,565,5,1,110,4
1782,2,31,0,7,530,6,1,148,1
1783,0,18,0,7,266,10,1,271,0
1784,2,41,0,7,1001,17,1,1044,1
1785,0,27,0,7,1002,5,1,9,0
1786,2,36,0,7,9,5,1,48,1
1788,1,40,1,7,1003,39,1,128,1
1789,1,59,0,7,1004,37,1,1045,1
1790,0,24,1,7,360,9,0,1046,0
1791,3,18,0,7,1005,21,1,1047,4
1792,1,32,0,7,1006,26,1,51,0
1793,2,38,0,7,1007,4,1,1048,3
1794,1,43,0,8,1008,41,1,492,5
1795,1,67,0,8,832,24,1,1049,1
1796,0,23,1,8,78,31,1,79,1
1797,2,26,0,8,929,11,0,979,0
1798,1,32,0,8,137,5,1,144,0
1799,1,22,0,8,1009,41,1,1050,1
1800,1,34,0,8,1010,32,1,1051,1
1801,1,31,0,8,561,19,1,1052,4
1802,0,43,0,8,126,30,1,132,1
1803,1,51,0,8,1011,5,1,9,0
1804,1,31,0,8,1012,16,1,1053,1
1805,1,54,0,8,290,36,1,1054,4
1806,1,69,0,8,1013,24,1,1055,1
1807,1,22,0,8,1014,15,0,1056,0
1808,1,58,0,8,1015,24,1,1057,4
1809,0,26,0,8,1016,0,1,802,1
1810,1,53,0,8,1017,40,1,1058,1
1811,1,30,0,8,1018,30,1,873,0
1812,1,31,0,8,1019,5,1,222,3
1813,0,25,0,8,374,33,1,387,4
1814,0,20,0,8,1020,9,1,1059,4
1815,0,57,0,8,379,26,1,394,4
1816,2,34,0,8,1021,26,1,51,3
1817,1,59,0,8,394,5,1,409,1
1818,1,69,0,8,1022,41,1,1060,1
1819,1,63,0,8,1023,37,1,406,1
1820,1,45,0,8,1024,33,1,1061,1
1821,1,73,1,8,1025,30,1,1062,0
1822,2,14,0,8,9,5,1,48,1
1823,1,44,0,8,816,41,1,1063,6
1824,0,61,0,8,39,5,0,1064,0
1825,1,59,0,8,1026,4,1,1065,1
1826,1,39,0,8,1027,26,1,1066,0
1828,1,54,0,8,1028,12,1,1067,1
1830,4,49,0,8,402,25,1,416,3
1831,1,33,1,8,1029,30,1,1068,0
1832,2,38,0,8,68,6,1,69,4
1833,0,23,0,8,151,40,1,158,1
1835,0,18,0,8,1030,15,3,1069,0
1837,2,29,0,8,1031,24,1,97,3
1838,1,42,0,8,1032,35,1,802,1
1839,1,36,0,8,186,33,1,1070,1
1840,1,32,0,8,1033,37,1,1071,1
1842,0,30,0,8,8,5,1,8,1
1843,1,53,0,8,1034,6,1,385,2
1844,1,55,0,8,393,44,1,1072,0
1845,2,24,0,8,530,6,1,1073,0
1846,0,27,0,8,721,4,1,1074,3
1847,2,37,0,8,187,5,1,192,1
1848,1,59,0,8,1035,5,1,1075,1
1849,1,36,0,8,1036,3,1,1076,0
1850,1,40,0,8,394,5,1,1077,4
1851,1,38,0,8,1037,5,1,222,0
1852,1,29,0,8,120,37,1,889,0
1853,3,46,0,8,1038,5,0,1078,0
1854,2,22,0,8,68,6,1,69,0
1855,2,40,0,8,9,5,1,48,3
1856,1,31,0,8,1039,40,1,1079,2
1858,1,29,0,8,323,18,1,326,1
1859,1,54,0,8,447,35,1,1080,3
1860,0,25,0,8,1040,24,1,1081,1
1861,2,71,0,8,602,5,1,622,4
1862,2,36,0,8,476,18,1,1082,4
1863,0,34,0,8,533,33,1,234,4
1864,2,36,0,8,97,11,1,100,1
1865,1,43,0,8,86,30,1,98,1
1866,1,53,0,8,568,35,1,1083,1
1868,1,63,0,8,449,7,1,1084,4
1871,1,63,0,8,1041,1,2,1085,1
1872,1,41,0,8,25,17,1,1086,1
1873,2,25,0,8,68,6,1,69,2
1874,2,49,0,8,65,7,1,65,4
1875,1,82,0,8,365,44,1,1087,1
1876,0,34,0,8,349,21,1,357,0
1877,1,37,0,8,1042,19,1,1088,1
1878,0,24,0,8,799,37,1,841,1
1879,1,56,0,8,565,5,1,110,4
1880,1,35,1,8,168,6,1,1089,1
1881,1,36,0,8,1043,4,1,1090,3
1882,0,22,0,8,429,30,1,544,0
1884,4,28,0,8,560,34,1,1091,1
1885,1,36,0,8,396,11,1,411,4
1886,1,21,0,8,65,7,1,65,0
1887,1,38,0,8,1044,20,1,42,5
1888,1,60,0,9,502,33,1,1092,5
1889,1,18,0,9,3,3,1,1093,1
1890,2,23,0,9,9,5,1,9,1
1891,2,40,0,9,1045,5,1,1094,3
1892,2,38,0,9,1046,18,1,1095,1
1893,1,40,0,9,920,7,1,1096,1
1894,0,38,0,9,52,20,1,1097,1
1895,1,22,0,9,1047,10,1,1098,3
1896,1,36,0,9,1048,10,1,760,1
1897,1,25,0,9,1049,4,1,1099,0
1898,0,25,0,9,423,21,1,436,1
1899,2,27,0,9,1050,11,1,1100,1
1900,2,44,0,9,331,7,1,337,4
1901,2,39,0,9,279,5,1,286,4
1902,2,35,0,9,61,11,1,61,1
1903,0,36,0,9,1051,11,1,1101,5
1907,1,70,0,9,1052,35,1,1,1
1908,1,25,0,9,68,6,1,69,4
1909,1,35,0,9,1053,30,1,1102,1
1910,0,55,0,9,233,0,1,1103,3
1911,0,25,0,9,93,36,1,1104,1
1912,1,32,0,9,134,30,1,1105,1
1913,1,58,0,9,1054,30,3,941,0
1914,2,38,0,9,1055,5,1,1106,1
1915,2,32,0,9,1056,15,1,996,1
1917,0,56,0,9,375,30,1,1107,6
1918,1,69,0,9,1057,44,1,1108,2
1919,1,37,0,9,1058,7,1,284,1
1920,0,31,0,9,171,43,1,642,0
1921,0,25,0,9,613,8,1,632,4
1922,1,86,0,9,1059,5,1,554,1
1924,1,38,0,9,1060,5,0,9,0
1925,0,13,0,9,70,33,1,201,2
1926,1,34,0,9,61,11,1,61,1
1927,2,32,0,9,68,6,1,69,1
1928,1,69,0,9,1061,30,1,726,1
1929,1,46,0,9,1062,20,1,1109,1
1930,4,29,0,9,1063,50,1,1110,0
1931,0,25,0,9,360,9,1,372,1
1932,0,40,0,9,41,25,1,962,0
1933,1,29,0,9,336,26,1,752,4
1934,1,45,0,9,341,39,1,348,2
1935,1,55,0,9,1064,37,1,1111,1
1936,1,42,0,9,807,5,1,850,3
1937,0,22,0,9,1065,19,1,1112,4
1938,0,61,0,9,555,33,1,600,1
1939,0,24,0,9,1066,22,1,1113,2
1940,1,30,0,9,478,16,1,1114,3
1941,1,46,1,9,1067,11,1,1115,1
1942,1,22,0,9,1068,30,1,1116,1
1944,1,23,0,9,1069,45,1,1117,1
1945,0,43,0,9,120,37,1,125,6
1946,1,43,0,9,296,35,1,507,1
1947,1,49,0,9,785,7,1,817,4
1948,1,56,0,9,1070,11,1,1118,1
1949,1,23,0,9,379,13,1,1119,0
1950,1,41,0,9,1071,5,1,637,0
1952,2,30,0,9,178,11,1,183,1
1953,1,25,0,9,1072,29,1,1120,1
1954,1,32,0,9,1014,15,1,1121,1
1955,1,52,0,9,1073,32,1,1122,1
1956,1,46,0,9,45,11,1,45,1
1957,1,48,0,9,821,19,1,870,1
1958,0,30,0,9,730,5,1,762,0
1959,1,26,0,9,68,6,1,69,1
1960,0,32,0,9,360,9,1,372,0
1961,2,28,0,9,246,0,1,1123,4
1962,1,53,0,9,168,6,1,174,1
1963,0,20,0,9,70,33,1,201,1
1966,1,37,0,9,954,36,1,581,1
1967,0,32,0,9,1074,41,1,143,1
1969,0,35,0,9,1075,5,0,1124,4
1970,1,3,1,9,1076,28,4,1125,0
1971,1,28,0,10,1077,44,1,353,1
1972,0,18,0,10,9,5,1,48,1
1973,0,36,0,10,1078,10,1,1126,1
1974,2,16,0,10,9,5,1,48,2
1975,1,84,1,10,1079,15,2,1032,0
1977,1,57,0,10,439,27,1,456,1
1979,2,31,0,10,962,30,1,544,3
1980,1,26,0,10,1080,15,1,1127,1
1981,1,51,0,10,1081,36,1,1128,1
1982,1,66,0,10,150,5,3,1129,0
1983,1,35,1,5,48,11,3,1130,3
1985,1,35,0,10,1082,41,1,659,1
1986,1,46,0,10,45,11,1,264,3
1987,1,36,0,10,380,23,1,395,4
1988,0,57,0,10,1083,0,1,1131,3
1990,1,49,0,10,860,15,1,1132,2
1991,0,37,0,12,45,11,1,45,1
1993,0,31,0,12,876,37,1,926,4
1995,1,53,1,10,222,5,1,625,4
1996,1,39,0,10,1084,25,1,1133,5
1997,2,21,0,10,1085,4,1,1134,4
1998,1,62,0,10,380,23,1,395,4
1999,0,41,0,10,21,22,1,807,1
2000,1,26,0,10,1086,33,1,1135,2
2001,4,19,0,10,364,11,1,377,1
2003,4,56,0,10,1087,37,1,889,1
2004,1,40,0,10,68,6,1,1136,1
2005,3,44,0,10,448,4,1,465,4
2006,1,30,0,10,1088,5,1,1137,3
2007,1,31,0,10,130,12,1,1138,3
2008,0,33,0,10,390,27,1,220,1
2009,1,22,0,10,1089,26,1,51,1
2010,1,50,0,10,25,17,1,446,1
2011,1,38,0,10,686,4,1,198,1
2012,1,46,0,10,1090,1,1,1139,4
2013,1,23,0,10,807,11,1,850,3
2014,2,24,0,10,97,11,1,100,1
2015,1,26,0,10,5,5,1,5,1
2016,1,38,0,10,752,39,1,783,1
2018,1,32,0,10,1091,5,1,1140,3
2019,1,26,1,10,61,11,1,61,2
2020,1,39,0,10,1092,30,1,873,4
2021,2,50,0,10,259,30,1,262,3
2022,1,17,0,10,860,15,1,1132,1
2023,0,28,0,10,570,36,1,1141,1
2024,2,42,0,10,41,25,1,962,1
2025,0,66,1,10,943,22,1,283,3
2026,1,34,0,10,1093,26,1,1142,1
2027,2,24,0,10,97,11,1,100,1
2029,2,28,0,10,416,17,1,1086,0
2030,1,29,0,10,191,30,1,196,1
2031,1,58,0,10,41,25,1,962,4
2032,4,23,1,10,1094,4,1,296,1
2033,3,31,0,10,865,5,1,1143,5
2034,1,21,0,10,1095,39,1,996,3
2035,1,52,1,10,1096,39,2,1144,0
2036,1,38,0,10,1097,26,1,51,1
2037,0,40,0,10,629,7,1,1145,1
2038,1,45,0,10,1098,19,1,361,2
2039,0,19,0,10,52,20,1,272,1
2040,1,33,0,10,222,5,0,625,0
2041,0,46,0,10,1014,15,1,1056,1
2042,1,25,0,10,169,31,1,153,2
2043,1,25,1,10,169,31,1,153,2
2044,1,37,0,10,149,5,1,701,4
2045,0,25,0,10,348,11,1,1146,1
2046,1,36,0,10,1099,25,1,1147,0
2047,1,32,0,10,77,14,1,77,1
2048,0,33,0,10,178,11,1,183,1
2049,2,24,0,10,1100,0,1,608,0
2050,0,38,0,10,321,5,1,189,1
2051,1,37,0,10,1101,19,1,532,1
2052,3,45,0,10,1102,33,1,1148,4
2053,1,34,0,10,168,6,1,1149,5
2054,0,31,0,10,390,27,1,220,6
2055,2,23,0,10,624,11,1,648,1
2056,4,38,0,10,1103,25,1,293,1
2057,2,55,0,10,1104,5,1,9,4
2058,0,39,1,10,688,5,1,1150,5
2061,1,76,0,11,506,17,1,1086,1
2062,0,21,0,11,8,5,1,1151,1
2063,1,39,0,11,1105,25,0,1152,0
2064,1,40,0,11,1106,16,1,1153,1
2065,1,59,0,11,473,12,1,1154,1
2067,0,23,0,11,146,37,1,1155,1
2069,1,56,1,11,1107,0,1,1156,1
2071,2,26,0,11,1108,5,1,1157,0
2072,1,59,0,11,1109,4,1,1158,1
2074,1,36,0,11,891,25,1,1159,5
2075,0,25,0,11,266,10,1,271,1
2076,1,49,0,11,322,30,1,941,4
2077,1,56,0,11,1110,44,1,1160,1
2080,1,31,0,11,1111,21,1,278,3
2081,1,43,0,11,1112,41,1,670,1
2083,1,32,0,11,1113,44,1,221,3
2084,0,31,0,11,360,9,1,372,1
2087,2,45,0,11,391,5,1,405,1
2089,0,62,0,11,441,37,3,457,0
2090,1,36,0,11,1114,6,1,1136,1
2091,2,41,0,11,1115,11,1,1161,1
2092,1,53,0,11,134,30,1,593,1
2096,1,30,1,11,1116,37,1,1162,0
2097,2,33,0,11,114,32,1,119,1
2098,1,40,0,11,72,34,1,102,1
2099,2,29,0,11,1117,6,1,1163,1
2100,1,44,0,11,1118,0,0,1164,0
2101,2,21,0,11,92,25,1,94,1
2102,2,22,0,11,295,5,1,302,1
2103,1,31,0,11,1119,41,0,1165,3
2104,1,38,0,11,1120,9,1,1166,3
2105,1,86,0,11,36,23,2,1167,0
2106,1,87,1,11,36,23,2,1167,0
2108,0,25,0,11,606,9,1,255,5
2111,1,56,0,11,715,5,1,751,1
2112,1,39,0,11,987,20,3,1168,0
2113,1,35,0,11,944,30,1,595,3
2114,0,25,0,11,1121,0,1,802,1
2115,0,25,0,11,1068,30,1,1169,3
2117,0,26,0,11,266,10,1,271,1
2119,3,15,0,11,1122,5,1,445,4
2120,0,21,0,11,976,22,1,283,3
2122,2,25,0,11,178,11,1,183,1
2123,1,18,0,11,104,20,1,1170,1
2124,0,19,0,11,52,20,1,53,1
2125,1,27,0,11,1123,5,1,1171,4
2126,1,22,1,11,279,5,1,24,0
2127,1,35,1,11,1124,4,0,1172,0
2128,0,36,0,11,226,11,1,570,1
2129,2,45,0,11,1125,5,1,9,1
2131,0,23,0,11,709,21,1,745,1
2133,1,69,0,9,72,34,1,102,1
2134,1,43,0,11,322,30,1,941,4
2135,1,43,0,11,1126,36,1,1173,4
2136,0,19,0,11,266,10,1,271,0
2138,0,37,0,11,266,10,1,271,1
2140,0,23,0,11,1127,28,1,1174,1
2142,1,59,0,11,611,38,1,1175,1
2144,1,48,0,11,1128,3,1,1176,3
2145,0,33,0,11,266,10,1,271,1
2146,0,18,0,11,70,33,1,1177,4
2148,0,41,0,11,1129,37,1,1178,6
2149,0,35,0,11,1130,10,1,1179,5
2152,1,29,0,11,1131,23,1,1180,4
2153,1,55,0,11,1132,11,1,1181,3
2154,0,25,0,11,104,20,1,448,1
2155,2,41,0,11,293,5,0,1182,0
2157,2,27,0,12,530,6,1,148,1
2158,1,83,0,12,1133,15,1,1183,1
2159,1,22,0,12,1134,26,1,996,3
2160,1,33,0,12,1135,39,1,1184,1
2162,1,58,0,12,860,15,1,1132,1
2163,2,38,0,12,998,12,1,202,1
2165,5,26,0,12,1136,33,1,1185,0
2166,1,47,0,12,1137,30,1,1186,1
2167,1,52,0,12,204,1,1,209,1
2168,1,55,0,12,395,3,1,410,1
2169,1,49,0,12,1138,30,1,292,3
2170,1,42,0,10,1139,39,1,1187,1
2172,1,20,0,12,1140,9,1,255,4
2174,1,35,0,12,1141,9,1,1188,1
2175,1,43,0,12,1142,37,1,1189,1
2176,3,30,0,12,992,2,1,151,5
2177,1,44,0,12,1143,35,1,646,5
2178,1,36,0,12,914,23,1,965,4
2179,0,35,0,12,1144,41,1,1190,1
2180,1,53,0,12,606,13,1,626,4
2182,1,24,0,12,1145,3,1,1191,1
2183,1,44,1,12,1146,6,1,1192,2
2184,2,30,0,12,107,11,1,112,4
2185,2,73,0,12,187,5,1,192,0
2186,1,31,0,12,1147,0,1,1193,1
2188,0,32,0,12,1148,0,1,975,1
2189,0,18,0,12,62,31,1,1194,1
2190,1,61,0,12,1149,5,1,9,1
2191,0,39,0,12,1150,37,3,1195,0
2192,1,36,0,12,97,1,1,100,1
2194,1,48,0,12,172,35,1,996,4
2195,2,33,0,12,778,5,1,9,1
2196,1,72,0,12,41,25,1,962,1
2197,1,37,0,12,938,4,1,865,1
2198,0,20,0,12,9,5,1,48,1
2203,1,26,0,12,1151,44,1,1196,2
2204,2,31,0,12,970,25,1,1012,3
2205,1,25,0,12,1152,25,1,1197,1
2206,1,46,0,12,1153,23,1,1198,5
2207,1,25,0,12,876,15,1,1,1
2208,1,27,0,12,1154,39,1,1199,1
2209,0,24,0,12,1155,5,1,414,1
2210,2,30,0,12,8,5,1,1151,4
2212,0,19,0,12,1156,31,1,526,1
2214,2,30,0,12,564,5,1,584,0
2217,1,53,1,12,1157,30,1,593,4
2218,3,48,0,12,1158,5,1,9,3
2219,1,38,0,12,396,11,0,816,0
2220,1,61,0,12,1159,30,1,1032,1
2221,0,29,0,12,171,43,1,642,4
2223,1,30,0,12,1160,1,1,652,1
2224,1,35,0,12,1161,5,1,1200,1
2225,1,71,1,12,1162,11,1,1201,1
2226,2,41,0,12,1163,10,1,1202,4
2227,1,36,0,12,1164,11,1,523,1
2228,1,34,0,12,1165,26,1,1203,3
2229,4,19,0,12,1166,48,1,1204,1
2231,1,34,0,12,1167,30,3,873,0
2232,0,52,0,12,1168,31,1,1205,1
2233,1,31,0,12,68,6,1,69,4
2234,0,21,0,12,259,30,1,262,6
2235,1,46,0,12,1169,30,1,613,4
2237,1,34,0,12,1170,30,1,794,1
2238,1,33,0,12,1171,19,1,1206,0
